ids, location, text
861927176,"New York, USA",watch a senate poll in real time  https://t.co/wgmjoduc28
19104605,"The Niles District of Fremont,",rt @voxdotcom: voters in key senate races say kavanaugh battle is a motivator for the 2018 midterms https://t.co/yfx50voxvr
7.48E+17,"North Providence, RI","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2442093331,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
3232977031,"Los Angeles, CA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
162924760,north of north,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1500420703,"Fullerton, CA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2908190118,,"rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
34240435,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1355211138,Trump Is The Storm ,"rt @magavoter: senate races: gop up in texas, tennessee; dems up in arizona, new jersey (cbs news) details: https://t.co/goz84wm0ak/senate"
186698862,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.53E+17,Datacenter,"rt @dailycaller: texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/x6nnmu4umi https://t.co/8p0xcko7ln"
74014036,"Monterrey, Mexico",@jriddlecult @haylonharroo @carterforva @robdelaney @hillaryclinton @barackobama @berniesanders @realdonaldtrump https://t.co/uusmn38ztq
15730261,USA,"rt @dailycaller: texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/x6nnmu4umi https://t.co/8p0xcko7ln"
718535077,,rt @frodofied: judging from the nearly 1000 responses i got so far to my tweet concerning the current #texas senate polls i think it's fair
9.52E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1.02E+18,"Kentucky, USA","rt @johnwhuber: note the use of north dakota and new york instead of rhode island and texas

also equal representation by the states in the"
115501272,"NJ, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
30039222,"Louisville, KY","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1639018154,"Boiling Springs, SC","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
344766468,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
716678011,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
34806981,,"rt @jrubinblogger: press keeps saying trump is helping in senate. but since 2016 ohio, wis , penn and w va arent really competitive at all"
1.04E+18,Telemundo,"rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
176123698,Manchester,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
379210188,Miami Florida ,rt @mafia2222001: @catagra44 @krassenstein texas: u.s. senate 2018
716905889,"New York, N.Y.",national nurses uni cruz  endorses  beto    beto   in big blue texas u.s. senate race - https://t.co/vonmordxei via @commondreams
230004052,"New York, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.61E+17,,"rt @natcookresists: rafael  cruz   cruz  &amp; his policies are #toospooky

lets help send @ beto   beto   to the senate by volunteering, donating,"
717937938,USA,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
8.05E+17,"Los Angeles, CA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
7.69E+17,,"rt @magavoter: senate races: gop up in texas, tennessee; dems up in arizona, new jersey (cbs news) details: https://t.co/goz84wm0ak/senate"
285131825,"Hurst, TX","midterm election poll: texas senate,  cruz  vs.  beto  - new york times https://t.co/mcsxe9eipp via @googlenews"
29382302,"Cape Girardeau, MO","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
506178013,SATX ,"rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
8.25E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.45E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
7.04E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
296368767,,"rt @shihtzzu: texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/j6oq90iw4r via @dailycaller"
28558386,"Malden, MA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2861436041,"College Station, TX","rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
169615745,"Silver Spring, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
500412218,TX,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
228755963,"Austin, TX","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
16644495,"Washington, DC",#democrat @repsinema is running a close race against #republican @repmcsally in the arizona #senate races. see how https://t.co/ovyelgtwtr
40601473,Haunting the GOP's nightmares.,"flip #congress blue 

flip #senate blue!

flip #governors blue!

voters in key senate races say kavanaugh battle is https://t.co/xjciz6rlfz"
2171707288,"New Orleans, LA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
268908355,United States,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
8.24E+17,"Texas, USA","@foxbusiness 
@lizclaman 
i hope chris hahn keeps looking at the poles because there like 2016.
can you say ""red ts https://t.co/huualbsiqa"
8.96E+17,Earth,"rt @politics_polls: texas senate:
 cruz   cruz  47% (+5)
 beto   beto  42%

@emersonpolling 10/1-5
https://t.co/elbyig9wxa #txsen"
1445595529,"Oklahoma, USA",rt @pmbasse: @realjameswoods keep it right keep texas red!! our extensive texas family is all voting to re-elect our great senator @  cruz  
16682114,"Florida, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2477397811,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
9.62E+17,"Georgia, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
47429961,"Bronx, New York","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
7.90E+17,"Anytown, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
82425179,Scottsdale AZ,rt @pmbasse: @realjameswoods keep it right keep texas red!! our extensive texas family is all voting to re-elect our great senator @  cruz  
8.99E+17,United States,"rt @cali_tracii: @realerin cruz  @  cruz                  
hold the senate with a #rednovember.

a m e r i c a 's @  cruz   fo"
44660449,"Washington, DC",anthony @salvantocbs joins us now with to share some recent polling that shows republicans making gains thanks to o https://t.co/snydcghjii
1535505962,"Oregon, USA","rt @thedemcoalition: momentum: @ beto   beto   has been closing the gap over the last several months, but this is the first poll that puts him"
1199052942,Deep in a blue state.,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
9.19E+17,,rt @pmbasse: @realjameswoods keep it right keep texas red!! our extensive texas family is all voting to re-elect our great senator @  cruz  
24129191,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
891501632,"Missouri, USA","rt @jrubinblogger: press keeps saying trump is helping in senate. but since 2016 ohio, wis , penn and w va arent really competitive at all"
25703502,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
33437938,"Houston, TX","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2251268652,the bay,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2265031796,,"rt @forecasterenten: on the strength of that new emerson poll in texas ( cruz  +5), i got  cruz  at +4 in the forecast. gop chances of holding"
703079349,"Jasper, GA","rt @bud_cann: one by one they fall by the wayside, family, friends, associates, and entertainers i have loved listening to. willie nelson i"
1549524902,Galaxy far far away...,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
268854656,Norman Oklahoma ,"truly, whats wrong with people?

sen.  cruz   cruz  holds a 5-point lead over rep.  beto   beto  in one of the more clo https://t.co/xweft8zbtp"
1069888490,"Portland, OR","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
191259155,San Junipero,"rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
9.21E+17,"Indiana, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
143991014,Philadelphia,"for everyone saying that nd, or tennessee or texas senate is over, a reminder: jim webb led in all of 2 polls befor https://t.co/qmo6oyuadr"
2545859673,"Bremen, IN",rt @pmbasse: @realjameswoods keep it right keep texas red!! our extensive texas family is all voting to re-elect our great senator @  cruz  
1416361068,,"rt @nate_cohn: tonight, texas, tennessee and nevada senate
https://t.co/yq9xd1eyso"
1035243854,"Alexandria, VA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.23E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
339099065,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
3679401135,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
357616368,,"rt @magavoter: senate races: gop up in texas, tennessee; dems up in arizona, new jersey (cbs news) details: https://t.co/goz84wm0ak/senate"
1.02E+18,"Montgomery, TX USA","rt @bud_cann: one by one they fall by the wayside, family, friends, associates, and entertainers i have loved listening to. willie nelson i"
3287338994,Golds gym,"rt @facethenation: new poll: rep.  beto   beto  trails sen.  cruz   cruz  by 6 points, in our new cbs news battleground tracker https://t.co/i0k"
1406305573,Kansas,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
22542765,Texas,"rt @eepartnership: 53 cities, counties, states &amp; universities across the country, along with the u.s. senate, issued official proclamations"
53815068,TEXASitsAbigCOUNTRY,rt @konniburton: retweet if you could care less about a @nytimes poll regarding the us senate race in texas. #newyorkwho? https://t.co/zlrs
7.18E+17,Unknown,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
42484730,"Atlanta, GA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2735511486,"Conservativeland, Orange Co CA",watch:  cruz   cruz  talks to nbc's lester holt about his tight senate race in texas - (and more!) https://t.co/cqrpdiqdux
36511714,,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
26294354,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1.05E+18,,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
63228779,,"senate races: gop up in texas, tennessee; dems up in arizona, new jersey (cbs news) details: https://t.co/utdhujvivh"
3192104586,"Indianapolis, IN","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
7.67E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
61372368,Southern California,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.17E+17,,"rt @johnwhuber: note the use of north dakota and new york instead of rhode island and texas

also equal representation by the states in the"
2885170338,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2163754758,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1592421343,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
180987669,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
123669339,"Frisco, Texas",rt @konniburton: retweet if you could care less about a @nytimes poll regarding the us senate race in texas. #newyorkwho? https://t.co/zlrs
9.52E+17,"Houston, TX",rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
8.33E+17,"San Antonio, TX",rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
518981025,"Virginia, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
23963470,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
333847448,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
387926368,"Henderson, NV","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
30706941,New York ,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
16368708,Kennewick WA,rt @frodofied: judging from the nearly 1000 responses i got so far to my tweet concerning the current #texas senate polls i think it's fair
289784361,"Brooklyn, NY from Queens","rt @nate_cohn: tonight, texas, tennessee and nevada senate
https://t.co/yq9xd1eyso"
335992705,The Swamp,"rt @nate_cohn: tonight, texas, tennessee and nevada senate
https://t.co/yq9xd1eyso"
300254302,,"rt @pmbasse: @realjameswoods we #texans will be voting to re-elect  cruz   cruz  to us senate texas #txsen #txlege "" beto "" is no good for texas a"
541739395,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
3121192437,,"rt @nate_cohn: tonight, texas, tennessee and nevada senate
https://t.co/yq9xd1eyso"
28627318,"Reno, NV","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2919091926,"Arizona, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
300254302,,rt @pmbasse: @realjameswoods keep it right keep texas red!! our extensive texas family is all voting to re-elect our great senator @  cruz  
88015558,,@barstoolnewsn @dbongino @ beto   beto   that's not what i would want in my senate seat. i have hope for  cruz  in texas https://t.co/e4a3n7erzg
841090794,TX  NYC  IA  NYC,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
84894878,,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
21025381,"Washington, DC",rt @frodofied: judging from the nearly 1000 responses i got so far to my tweet concerning the current #texas senate polls i think it's fair
31464033,"Seattle, WA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2538451034,"Seattle, WA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
3353220134,"Annapolis, MD via Canton, MA ",texas senate candidate  beto   beto  (d)abber https://t.co/gbfw5l1fis
3827654235,"New Jersey, USA","rt @markknoller: after texas, @vp heads for missouri to do campaign event for missouri gop senate candidate @hawleymo, seeking to unseat de"
9.04E+17,"Winnipeg, Manitoba","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
3510591,"Atlanta, GA, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.07E+17,"Texas, USA","rt @jessforevryoung: two young black girls doing their bit by campaigning for texas democratic senate candidate  beto    beto  , along with t"
63558080,Chicagoland area,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.22E+17,Every where,"texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/djp3yiac10 via @dailycaller"
1373074627,,"texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/j6oq90iw4r via @dailycaller"
8.23E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.74E+17,"Lompoc, CA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.13E+17,"Spokane, WA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2796836507,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
350467921,"Beaumont, TX","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
251861976,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
78424352,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
38542978,"San Antonio, TX, USA","republican flores won by 6 points in 2018 that hasn't been won by a rep in 139 years
https://t.co/jl5hy3svou https://t.co/2kloxqub2h"
9.47E+17,Edmonton ,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
1.01E+18,United States,let me wake people up. the dems are praying to win either tennessee or texas to take the senate. so are you going t https://t.co/reskyvjhap
8.23E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
4720620588,Living BLUE in Red state AZ! ,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
17994522,"Boston, MA",rt @jalaniz13: the blue wave is here.   beto  for texas.  # beto  #texas #senate https://t.co/lenhyrtql2
7.17E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
7.50E+17,United States Of America,rt @donald_j_putin: voters in key senate races say kavanaugh battle is a motivator for the 2018 midterms. da; that's what voters of both pa
71803505,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
253286968,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
325221033,"San Salvador, El Salvador ,C.A","rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
8.48E+17,"Los Angeles, CA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2964648991,"Texas, USA",rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
3177085836,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2379736525,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
462084076,,the blue wave is here.   beto  for texas.  # beto  #texas #senate https://t.co/lenhyrtql2
9.77E+17,,rt @voxdotcom: voters in key senate races say kavanaugh battle is a motivator for the 2018 midterms https://t.co/yfx50voxvr
2984260990,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
7.74E+17,"Chicago, IL","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2990024950,"Las Vegas, NV","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
309103762,"Houston, TX",@nate_cohn i dont think people appreciate the potential impact of  beto  on turnout in metro down ballot races. texa https://t.co/dwiyngets8
35326272,Houston Tx,"rt @nate_cohn: tonight, texas, tennessee and nevada senate
https://t.co/yq9xd1eyso"
3590428159,"Spokane, WA","rt @statespoll: uni cruz  states senate election in texas, 2018
 cruz (rep) vs  beto  (dem)
emerson 10/1-10/5. 500 lv
my analysis post: https:"
7.85E+17,"Michigan, USA","rt @cali_tracii: @realerin cruz  @  cruz                  
hold the senate with a #rednovember.

a m e r i c a 's @  cruz   fo"
2678936580,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
408552369,"Philadelphia, PA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
114995403,,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
4320628349,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
513372225,St. Canard,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1700759646,,@terenceweiller @2018politics @nate_cohn i'm guessing other senate states winning are more correla cruz  with the outc https://t.co/emvqudwi8j
176860118,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
18457352,"Long Island, NY","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
430432989,Colorado,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2347480980,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2614299728,,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
7.43E+17,the corner,both texas senate candidates have very punchable faces
359327898,,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
733991029,Earth,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.61E+17,"Massachusetts, USA","rt @pmbasse: @realjameswoods we #texans will be voting to re-elect  cruz   cruz  to us senate texas #txsen #txlege "" beto "" is no good for texas a"
573768640,ATX,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
229912976,"Long Island, New York","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
2768388221,"Denver, CO","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.11E+17,"Frankfurt am Main, Deutschland","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
50669548,"Pensacola, FL","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.02E+17,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
1513610102,EARTH,"rt @shepmjs: trump approval
rasmussen 51
gallup all voters 43% + 5 from 9/16
yougov 44% +2

florida senate scott +2
second texas poll  cruz "
79045682,"Lancaster, SC","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
52190807,TEXAS,@realjameswoods keep it right keep texas red!! our extensive texas family is all voting to re-elect our great senat https://t.co/4ewnn5hhmz
1069019684,"Los Angeles, CA",@  cruz   so outstanding he decided to vote against the #violenceagainstwomen act in the senate.  there he is #texas https://t.co/gz8grnhcpb
245799603,,"texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/pativmllqq via @dailycaller"
4873992563,"Ohio, USA",rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
2367881335,"Fresno, CA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
114654438,Bay Area,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
571966742,"New Palestine, IN",rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
34850231,New York,"rt @politics_polls: texas senate:
 cruz   cruz  47% (+5)
 beto   beto  42%

@emersonpolling 10/1-5
https://t.co/elbyig9wxa #txsen"
3642763813,"Houston, TX",for my houston based folks... beto    beto   is running against  cruz   cruz  for the texas senate seat. if youve been so https://t.co/iawxehsioa
1627501111,,"rt @nbcnightlynews: ""we're in a very divided time. that's true in texas, it's true nationally."" 

sen.  cruz   cruz  talks to @lesterholtnbc abo"
8.77E+17,United States,rt @foxnews: .@sen  cruz   and @ beto   beto   in close texas senate race https://t.co/pglwtetefq
521996289,United States,"rt @nationalnurses: nurses are proud to endorse @ beto   beto   for u.s. senate, #texas!

 beto  understands that, regardless of ability to pay"
7.91E+17,,rt @cbs11jack: new poll #texas senate race:  cbs news/you gov survey shows @  cruz   leads @ beto   beto   50-44%.  @cbsdfw https://t.co/myiqxw
245885182,Indy,"rt @dailycaller: texas politics project dissects polls, explains why  cruz   cruz  will win https://t.co/x6nnmu4umi https://t.co/8p0xcko7ln"
21631606,"Arlington, TX","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
8.90E+17,"Florida, USA","rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
9.70E+17,,texas democratic rep.  beto    beto  s campaign for the u.s. senate was flagged on sunday by the federal election co https://t.co/qywbrjhexb
232042584,,"rt @amybrenneman: 8 democrats in senate races who could use any kavanaugh rage dollars you are looking to spend.
joe donnelly, indiana
heid"
