ids, location, text
593539613,Melbourne Australia,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
16541214,United States,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
34553489,"Madelia, Minnesota",Voters in key Senate races say Kavanaugh battle is a motivator for the 2018 midterms https://t.co/KLX73VRIVR via @voxdotcom
1.01242E+18,United States,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
9.57721E+17,"Los Angeles, CA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
9.45489E+17,,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
1626224714,San Francisco,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
8.40264E+17,"Axtell,  TX","RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
8.30778E+17,"Texas, USA","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
143195074,"Cherry Hill, NJ, B/A, Argentina","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
7.98764E+17,,"Ted Cruz declines, so challenger Beto ORourke gets an hour on national TV by himself https://t.co/sdaO3eOxHs"
8.71541E+17,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
311846012,"Georgia, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
19110824,"Kyle, TX","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
3167639097,"Austin, TX","RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
4606976902,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
9.83852E+17,,"RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
9.49448E+17,,"RT @Reuters: 'It's extraordinary': In Texas Senate race, Democrat Beto O'Rourke looks to make history https://t.co/eeWJEIFCKk via @ReutersT"
7.64243E+17,,"RT @RAY_ALEXANDER__: Election Poll: Texas Senate 

#VOTE and RT "
7.85072E+17,Liberal  of Chicag,University of Texas Arlington (in a swing district) has 'Beto for Senate' campaign stickers at the voter registrati https://t.co/ow3p6skhTq
2774838462,"San Diego, CA","RT @RAY_ALEXANDER__: Election Poll: Texas Senate 

#VOTE and RT "
31446654,"Bostonish, MA","RT @TmwTeresa: @BetoORourke @thegreatkhalid Vote for @BetoORourke! 
He has shown a passion to be the next Senator in Texas thats truly adm"
9.49448E+17,,"RT @DanaBashCNN: I will be moderating a Town Hall in McAllen, Texas with senate candidate @BetoORourke at 9 p.m. CT/10 p.m. ET on Thursday,"
1.04246E+18,Texas,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
2735569132,"Texas, USA",RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
3749216294,"Balga, Perth (WA)","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
4754482165,,"RT @RAY_ALEXANDER__: Election Poll: Texas Senate 

#VOTE and RT "
9.58449E+17,,"RT @RAY_ALEXANDER__: Election Poll: Texas Senate 

#VOTE and RT "
1.03516E+18,United States,"RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
387702881,,"RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
366985259,"Rancho San Diego, CA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
582342126,Isaiah 40:31 - Semper Fi -USMC,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
352665664,USA,RT @kimguilfoyle: Guilfoyle came out guns blazing: Were here to make sure you dont put a Beto male in the U.S. Senate!she declared to
8.09395E+17,Somewhere on the planet,"RT @La_Avion_: Cruz has outside PAC money pouring into Texas to defeat Beto, step up &amp; give him your support, if we can take a Senate seat"
2150076794,,"RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
3238524182,"Dallas, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
131307744,New York City,"RT @DanaBashCNN: I will be moderating a Town Hall in McAllen, Texas with senate candidate @BetoORourke at 9 p.m. CT/10 p.m. ET on Thursday,"
7.03287E+17,"Washington, DC",RT @thehill: Record number of Texans register to vote as Senate race tightens https://t.co/1W7kLQyGtZ https://t.co/N2pY6agR4m
8.21562E+17,"Missouri, USA","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
352665664,USA,RT @tedcruz: ICYMI: A clip of my interview with Sean Hannity last night where I talk about the stakes of today's vote to #ConfirmKavanaugh
8.31552E+17,"Graham, TX",RT @JenHatmaker: I spoke with the New York Times on the Senate race in Texas. Reminder: my interview with @BetoORourke releases on the #For
527084853,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
44523415,Good GOD,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
1118330528,,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
47730759,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
1724427979,"Texas, USA",RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
546007888,Pacific Northwest,"RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
2923534360,"Rockford, IL","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
341906995,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.4357E+17,"Texas, USA","RT @RAY_ALEXANDER__: Election Poll: Texas Senate 

#VOTE and RT "
7.9927E+17,"Florida, USA","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
120146232,"Largo, Florida","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
4918885219,United States,"RT @keramirez: TX Voters BEWARE Of #TheWolfInSheepClothing
If U Google, Beto ORourke,TheLib SearchEngine, Portrays Him  As A HispanicGoodG"
19467440,,"RT @elizabethjdias: In a tossup Senate race, even a small shift of support to @BetoORourke could be a significant loss for @tedcruz, who ha"
7.12493E+17,"El Paso, TX","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
19467440,,RT @JenHatmaker: I spoke with the New York Times on the Senate race in Texas. Reminder: my interview with @BetoORourke releases on the #For
874763028,Texas,"RT @DailyCaller: Texas Politics Project Dissects Polls, Explains Why Ted Cruz Will Win https://t.co/ZYbpZ6Ra9s https://t.co/cEJnE7rZSO"
203643313,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
60141720,,"""New York Times profiles evangelical Christians ahead of Texas' closely-watched Senate race""  https://t.co/FAwWEX87jk"
443120996,"Bensalem, PA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
18193826,"Baltimore, Bitches!","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
151163235,"North Dakota, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.36064E+17,"Texas, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
140116463,"Adelaide, South Australia",RT @SethAMandel: Whats a Giants infielder care about a Texas senate race? https://t.co/mQLWhKHggS
549572614,Hogwarts or Middle Earth,RT @JenHatmaker: I spoke with the New York Times on the Senate race in Texas. Reminder: my interview with @BetoORourke releases on the #For
75470699,"Kentucky, USA","RT @LeoDube: Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
ORourke 42%

Nevada Senate Race
Heller 48%"
9.04443E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
3582086477,"Ohio, USA","Here we go TX. We're gonna need Dallas, Fort Worth, Austin and Houston for @BetoORourke to win this thing. https://t.co/SNZIEHUzhq"
8.23027E+17,"Oceanside, CA",RT @rickytee10: A Donald Trump tweet mocking Ted Cruz will be posted on a Texas billboard https://t.co/HXEYbTwof3
7.61642E+17,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
549572614,Hogwarts or Middle Earth,"RT @UpshotNYT: Ted Cruz has a modest lead on Beto O'Rourke so far in our Texas Senate poll. But it's still early....
https://t.co/EUyX7NxbK4"
549572614,Hogwarts or Middle Earth,"RT @elizabethjdias: In a tossup Senate race, even a small shift of support to @BetoORourke could be a significant loss for @tedcruz, who ha"
1.00516E+18,"Oregon, USA","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
3796232595,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
35005762,"Lynn, MA","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
28922417,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
924224208,"San Francisco, CA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
571702642,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
119971724,in the Chi...,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
35606154,"New Haven, CT","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
7.68267E+17,"Bainbridge, OH","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
78788534,,"AWESOME ! #votebeto Ted Cruz declines, so challenger Beto ORourke gets an hour on national TV by himself https://t.co/1SKRbmzkqo"
1723684945,HTX/ATX,RT @thehill: Record number of Texans register to vote as Senate race tightens https://t.co/1W7kLQyGtZ https://t.co/N2pY6agR4m
243665363,Earth,RT @JenHatmaker: I spoke with the New York Times on the Senate race in Texas. Reminder: my interview with @BetoORourke releases on the #For
8.35225E+17,"Kitchener, Ontario, CANADA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
1396939398, Ohio,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
8.44057E+17,"Dallas, TX","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
610717567,Not Jessica's House,"RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
270152253,Cuse,RT @SethAMandel: Whats a Giants infielder care about a Texas senate race? https://t.co/mQLWhKHggS
8.68148E+17,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
30126696,Involved in My Community.  ,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
4443635298,United States,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
9.46311E+17,,RT @Katheri56931902: We are down 3 points in the Nevada senate race. We are down 5 points in Texas. N Dakota is down 12 in the senate race.
8.24455E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
7.61395E+17,"Minnesota, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.39779E+17,"California, USA",RT @JenHatmaker: I spoke with the New York Times on the Senate race in Texas. Reminder: my interview with @BetoORourke releases on the #For
85026980,"Rancho Cucamonga, CA","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
100440722,"Georgia, USA","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
9.75133E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
4141824748,,"RT @TheEconomist: Democrat Beto O'Rourke is running a competitive campaign in Texas, a state that has not elected a Democrat to statewide o"
9.95313E+17,,"RT @tmccra55: Newest poll just released by NYTimes...

Texas Senate Race
Cruz 54%
ORourke 42%

God Bless Texas! Lets roll!"
22818065,"Florida, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
24775274,Surviving the Human Apocalypse,"RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
3115635544,"Toledo, OH",RT @JenniferDarli20: TEXAS:  Please VOTE Beto O'Rourke for Senate. Cruz wouldn't even show up for last debate. But Besides that. Let's shak
7.14155E+17,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
8.00536E+17, USA,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
36359844,"Salt Lake City, UT","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
8.04716E+17,"Colorado, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
18940993,,RT @Katheri56931902: We are down 3 points in the Nevada senate race. We are down 5 points in Texas. N Dakota is down 12 in the senate race.
3285705822,"Houston, TX ","RT @FaceTheNation: NEW POLL: Rep. Beto O'Rourke trails Sen. Ted Cruz by 6 points, in our new CBS News Battleground Tracker https://t.co/i0k"
7.70144E+17,United States,"RT @floridaguy267: FRESH POLLING.   TEXAS SENATE RACE.   GOP Incumbent Cruz 55%, DEM O'Rourke 41%."
2905369549,"Portland, OR","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
472558940,NE USA,Cmon TEXAS. End his Senate career https://t.co/Zpszae9Arx
22377186,South Padre Island/Katy Texas,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
65106504,"Austin TX, CDA and PV AZ","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
30306186,The OC,RT @Katheri56931902: We are down 3 points in the Nevada senate race. We are down 5 points in Texas. N Dakota is down 12 in the senate race.
8.59576E+17,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
91865200,Colorado,"RT @TmwTeresa: @BetoORourke @thegreatkhalid Vote for @BetoORourke! 
He has shown a passion to be the next Senator in Texas thats truly adm"
8.12109E+17,"Spokane, WA","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
7.64118E+17,"Philadelphia, PA","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
44417425,"Palmer, Alaska, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
8.4191E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
7.80505E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
183753455,"Penn Hills, PA","RT @mcclatchy: Ted Cruz declines, so challenger Beto ORourke gets an hour on national TV by himself https://t.co/fIONCfXkks"
8.08081E+17,,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
15488022,"San Antonio, TX","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.21462E+17,"Niceville, FL","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
391095898,"Aurora, IL","RT @elizabethjdias: In a tossup Senate race, even a small shift of support to @BetoORourke could be a significant loss for @tedcruz, who ha"
352665664,USA,"RT @ballard_warren: @RealJamesWoods @tedcruz I wholeheartedly agree with you James! I used to live in Texas, but even though I don't anymor"
9.7719E+17,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
194791998,"San Antonio, TX","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
2486638760,Pocumtuc/Abenaky borderlands,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
36718528,Rhode Island- Texas,"RT @elizabethjdias: In a tossup Senate race, even a small shift of support to @BetoORourke could be a significant loss for @tedcruz, who ha"
8.21422E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
352665664,USA,RT @PRButterfly007: @RealJamesWoods @tedcruz #VoteTedCruz2018 US Senate Texas !!  Keep Texas Red!!
8.95915E+17,,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
1932937592,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
132918446,,RT @thehill: Record number of Texans register to vote as Senate race tightens https://t.co/XIaRQqdcwF https://t.co/rmv8dTM1sG
8.29156E+17,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
2767939724,"Indianapolis, IN",@JonahNRO Has @Alyssa_Milano committed to a candidate in the Texas Senate race yet?
9.48617E+17,"Fayetteville, AR","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
26446477,"Dallas, TX","RT @DanaBashCNN: I will be moderating a Town Hall in McAllen, Texas with senate candidate @BetoORourke at 9 p.m. CT/10 p.m. ET on Thursday,"
8.03092E+17,"Sorosville, Antifaland","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
7.06262E+17,Cyberspace/No Place,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
2514210956,NC,RT @HoneyDemForce: Texas Sen. Ted Cruz (R) has declined an offer to participate in an upcoming CNN town hall while his Democratic Senate ch
9.76863E+17,"San Marcos, TX",RT @thehill: Record number of Texans register to vote as Senate race tightens https://t.co/XIaRQqdcwF https://t.co/rmv8dTM1sG
801739872,N'walins,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.26286E+17,"Valparaiso, IN",New York Times profiles evangelical Christians ahead of Texas' closely-watched Senate race  https://t.co/92XLmg4gT4
3059016830,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
1155599094,"Florida, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
250166431,"Miami, FL","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
196714326,"Washington, DC","Trure for the House where Democrats appear poised to take control but Senate races are a far different picture, as https://t.co/LVelG43jEM"
321142424,,"RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
3358652128,"Charlotte, NC","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
49445713,"San Antonio, TX","RT @MSNBC: ""Ted Cruz has insisted that we repeal every single word of the Affordable Care Act, including protections for pre-existing condi"
2932271274,"Honolulu, HI & Wiseman, AK","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
1203211716,"Texas, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
559628052,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
471626623,,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
260026974,ky,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
216939209,"Stephenville, TX",RT @Reuters: Cruz fights to stave off O'Rourke in Texas Senate race https://t.co/eeWJEIFCKk via @ReutersTV https://t.co/uWvKMb6b5A
3883130052,"Texas, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.42777E+17,"Texas, USA","RT @DanaBashCNN: I will be moderating a Town Hall in McAllen, Texas with senate candidate @BetoORourke at 9 p.m. CT/10 p.m. ET on Thursday,"
7.58847E+17,on the sofa,RT @thehill: Record number of Texans register to vote as Senate race tightens https://t.co/AaeKB5es0o https://t.co/BtR2qO4130
8.33355E+17,,"RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
7.59497E+17,New York ,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
7.3194E+17,"Illinois, USA","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
24570874,"Toronto, ON","RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
926624462,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
8.25926E+17,"Virginia, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
9.48377E+17,North Korea,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
4729714512,"Texas, USA","RT @thehill: ""I gotta say, Senate Democrats hacked into our speaker system.""

WATCH: Ted Cruz deals with technical difficulties while campa"
6529402,venezuela,RT: @reuters :Cruz fights to stave off O'Rourke in Texas Senate race https://t.co/n7gCMxjgkW via @ReutersTV https://t.co/C7BpYcYrTP
7.4345E+17,,"RT @MrFilmkritik: Taylor Swift endorsed Democrat Phil Bredesen in the Senate race in Tennessee, and voter registration boomed.

Beyonc sho"
535468952,,"RT @Hugs4Boo: Record number of Texans register to vote amid tight Senate race 

#DemForce  https://t.co/aKmk80BNeN"
8.44637E+17,United States,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
16955870,"New York, NY",RT @tackettdc: LIVE NYT Poll of Texas Senate race https://t.co/Q37HhGKYGa
298282794,"middleway, wv","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
8.02325E+17,,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
502008751,"Indiana, USA","RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
4371722352,,RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
16164141,"Florida, USA",RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
8.23074E+17,"Boston, MA",RT @MollyJongFast: I wonder why lying Ted skipped debating handsome charismatic Beto ORourke?  https://t.co/83dUwnDBvh
168906465,,"RT @CHIZMAGA: Just released NYTimes Polls:

Tennessee Senate Race
Blackburn 54%
Bredesen 40%

Texas Senate Race
Cruz 54%
O"
