binary,text
0,man | studio collection. now available online and in-stores #collection #editorials
1,man | studio collection. now available online and in-stores. thank you @mathias_laur #collection #editorials
1,new editorial |  days -to-friday. now available online and in-stores #collection #season17 thank you mali koopman
1,hello september! striped sweatclothing ref 0085/288 #collection #collection
1,keep it floral | midi clothing ref 2731/255 #collection
1,new capsule collection | chapter 3 # kids  ﻿woman  #collection #zaracapsule
1,new capsule collection | chapter 3 # kids  ﻿woman  #collection #zaracapsule
1,"it's still season, stay gold #clothing ref 5644/223"
0,man | the fall report. check season's main trends online and in-stores #editorials #collection
0,man | the fall report. check season's main trends online and in-stores #editorials #collection thank you @sogorakos @callumward4 @timurmedt
1,this is #collection |clothing ref 7933/629 clothing ref 7907/636
0,the school report | check full report online and in-stores #collection #editorials
0,the school report | little prices. check full report online and in-stores #collection #editorials
1,hello  days ! tricolour clothing ref 5580/251
1,have a wonderful weekend! printed t-clothing ref 5643/298
1,go big or go home | satin backpack ref 8812/04
1,not-so-classic hoop earrings ref 1856/274 #collection
1,this is #collection | zipped midi clothing ref 4886/259
1,head-to-toe floral __ | it's friday! #clothing ref 4043/276 #clothing ref 4886/264
1,double or nothing! #collection #tclothing ref 4644/274 #clothing ref 5575/430 #clothing ref 2454/102
1,this is #collection |clothing with side band ref 7712/633 silky feel t-clothing ref 1198/232
0,sport | a new attitude. new woman editorial. check gymwear online and in-stores. thank you @ediebcampbell #editorials #collection
1,soft collection | kids -  ﻿woman . now in-stores and zara.com #collection
1,soft collection | kids -  ﻿woman . now in-stores and zara.com #collection
1,pink oversized t-clothing and printed leather flare clothing #collection ref 4873/201 & 4369/241
1,this is #collection asymmetric clothing ref: 1131/271 shiny sock ankle boots ref: 7120/101
1,have a nice weekend! #offtheshoulder #polkadot #clothing ref: 7785/104 #collection
1,"kids campaignseason by matteo montanari. thank youella, elia, sylvie, alex, lorenzo, andrea, maxime, aleix #collection #season"
1,man campaignseason #simplepresent #collection #season
1,man campaignseason by willy vanderperre. thank you @joelstephenframpton @victorenylander @jancarlos_diaz @lucalemaire @juliusgerhardt #simplepresent #collection #season
1,woman campaignseason #discoforest #collection
1,new campaign | womanseason #discoforest #collection
1,woman campaignseason by mario sorrenti. thank you @frederikkesofie @damarisgoddrie @banasjulia @donnie_darko0 #collection #discoforest #season
1,have a wonderful weekend! | embroidered poplinclothing ref: 6895/247 mumclothing ref: 8246/241
1,ballet style | lace-up leather ballet flats ref: 5316/101
1,smile and have fun! militaryclothing ref: 8566/241 #season
1,it's time for tulle! this is #collection #season #collection ref: 0881/282
1,shades of pink #fauxleather #clothing #collection #season ref: 5644/228
1,hello from @_linekjaergaard_ #shooting #season
1,it's almost friday | get ready for the weekend #clothing 7507/600 ref #clothing ref 7736/587
1,this is #collection #season shining for your evening season #clothing ref 2878/271
1,new arrivals for #season collection. bring on theclothing #clothing ref: 4172/151 #clothing ref 6164/209 #collection
1,friday mood | enjoy your weekend!
1,on what occasion would you wear this clothing? #white #poplin #clothing ref: 4043/255
1,this is new in. flat leatherclothing with bow ref: 6424/101
1,"casual  days , vacation mood #clothing ref 7638/617 #vacation"
1,"dear bill, thank you for the magic #billcunningham #thankyou"
1, days  morningclothing ref: 5252/012
1,have a nice weekend! #oversized #parka ref: 5191/024
1,season 1 -season 0 #clothing ref: 2641/103 #shorts ref: 6045/201
1,get ready for the beach #patches #sandals ref 5601/101
1,here comes the season #trikini ref: 0594/016
0,it's friday. have a nice weekend #collection #itsfriday
0,almost friday #collection #oversize #clothing ref 7676/624
0,"almost season. maybe-laterclothing ref: 5039/134 striped clothing ref: 9322/138#almostseason"
1,this is #collection #floral #print #clothing ref 2465/203 #cropped #print #clothing ref:3027/203
0,black & white  days s #collection #clothing ref 2782/719 #clothing ref 2789/719
1,"waiting for the weekendref 6250/101 #itsfriday #clothing"
1,pink days #almostseason #clothing ref 7521/371 #shorts ref 8197/226
0,almost season | man editorial #editorial #collection #everydaylinen
1,almost season | man editorial #editorial #collection #prints
0,almost season | key pieces fromseason season collection. thank you @ottolotz #editorial #collection
1,almost season #clothing ref. 2814/805
0,holidays | new woman editorial. #clothing ref: 3198/052 #collection #editorials
0,holidays | new woman editorial. #crochet #clothing ref. 4043/391 #tiedye #clothing ref. 2903/831 #maxiclothing ref. 2183/241. thank you @heather_kemesky @ianagodnia #collection #editorials
1,clothing to slip into #collection ref. 5451/101
0,"almost season #collection#clothing ref 6895/245 #clothing ref 6895/246 #clothing ref 1220/101"
0,woman editorial | knit clothing. now online and in-stores #editorials #collection
0,woman editorial | knit clothing. now online and in-stores #editorials #collection. thank you @ianagodnia & @heather_kemesky
0,kids editorial | it's seasontime! #editorials #collection
0,it's seasontime! kids editorial #editorials #collection
0,new woman editorial | white. now in-stores and online. #collection #editorials #white
0,women's editorial now online and in-stores | white. thank you @_dilone @ianagodnia @oodlesofpain #white #editorials
0,fresh florals #florals #trends from head to toe #bomber ref 2493/225 #clothing ref 2919/225 #clothing ref 2572/224
0,"#itsfriday and it is about maxi clothinges, have a nice weekend!ref: 2698/797 & ref: 2812/789"
0,women's editorial # collections  thank you @_dilone @ianagodnia #itsalmostseason #white
1,"feet up, it's  days  #almostseason ref: 3679/101"
0,lace all over #collection #lace
0,hello  days ! have a nice week # days  #lace ref: 1836/002
1,weekend picnic #itsfriday ref: 4321/104
1,this is new in #almostseason #trends
0,hello from @othiliasimon & @heather_kemesky! it's almost season #editorial # collections  thank you @cassblackbird
0,new editorial |season season tailoring collection. fit for the moment #editorials #collection
0,off the shoulder season #collection #offtheshoulder
1,new editorial |season season tailoring collection. fit for the moment #editorials #collection
0,new editorial |season season tailoring collection. fit for the moment. thank you @elias_sokoto_poot @charlietimms @bastianthiery @timurmedt #editorials #collection
1,do-it-all  days s __ do-it-all slingbacks #slingbacks #trend now available at zara.com ref: 1347/101
0,#itsfriday have a nice weekend!
0,"/ i amclothing. chapter 3 ""you must not be afraid of showing your true potential"" #iamclothing by @nona238 #editorials"
1,shine bright! #metallics #trends
0,"/ i amclothing. chapter 3 ""people closest are the ones who will always inspire you"" #iamclothing by kei @k17my #editorials"
0,it's crochet time! this is #collection #crochet
0,"/ i amclothing. chapter 3 ""individuality means not caring about how you are perceived."" #iamclothing by emma @the_real_felina #editorials"
0,"/ i amclothing _ chapter 3a uniqueclothing collection created in collaboration with a  collections  group of people from our stores. thank you all for making it possible.@kamiipanda @lvlvluchini @teeshrosa @rachael__ballard @lisa_crush @sucop01 @miri_amk @the_real_felina @k17my @nona238#iamclothing #editorials"
0,season. bloom. friday #itsfriday
1,"if you do, please send your cv or portfolio to doyou@zara.com indicating #yesido and your profile.looking for #stylist and #photographer #zaracareers"
0, days  to friday | editorial. now in-stores and zara.com #editorials #collection. thank you @juliahafstrom11
0,everyday | man. check more at zara.com. thank you @malthelm #collection #everyday
1,new  kids  capsule | rock and sand. now at zara.com and in-stores #zaracapsule #collection
1,new editorial |  days  to friday #editorials #collection now in-stores and zara.com. thank you @mathildebrandi
1,new  kids  capsule | rock and sand. now at zara.com and in-stores #zaracapsule #collection
1, days  to friday | editorial. now in-stores and zara.com #editorials #collection . thank you @juliahafstrom11
0,everyday | man. check more at zara.com. thank you @malthelm #collection #everyday
1,new  kids  capsule | rock and sand. now at zara.com and in-stores #zaracapsule #collection
1,new editorial |  days  to friday #editorials #collection now in-stores and zara.com. thank you @mathildebrandi
1,collection / i amclothing. chapter 2 #editorials #iamclothing #collection
1,"collection / i amclothing. chapter 2""don't be afraid of stepping out of your comfort zone"" @miri_amk #iamclothing #collection"
0,collection / i amclothing. chapter 2 #editorials #iamclothing #collection
0,"collection / i amclothing. chapter 2""culture defines my own vision and how i interpret life"" @sucop01 #editorials #iamclothing #collection"
1,collection / i amclothing. chapter 2 #editorials #iamclothing #collection
0,"collection / i amclothing. chapter 2 ""simplicity is about staying true to who you are"" @lisa_crush #editorials #iamclothing #collection"
0,/i amclothing. chapter 2. a uniqueclothing collection driven by culture and creativity of the individual #editorials #collection #iamclothing
1,# collections  #woman #sandals now available at zara.com ref: 2630/101
1,"we are looking for kids fashion designers to join our team. if you do, please send your cv or portfolio to doyou@zara.com indicating #yesido and your profile #fashiondesigner#zara #collection"
0,in support of #earthhour the lights in our store windows will remain off on march 19 from 8.30 to 9.30pm #changeforclimate
1,# days  #woman #accessories now available at zara.com ref: 4644/002
1,#friday #woman # collections  #woman #swimsuit now available at zara.com ref: 0594/003
1,# days  # collections  #woman #bomber now available at zara.com ref: 2473/609
1,# days  # collections  #collection now available at zara.com #clothing ref: 2432/556 #clothing ref: 2392/556
1,# days  # collections  #woman #bomber now available at zara.com ref: 7521/075
0,"new editorial | theseason report. boudoir. check more in-stores and zara.comthank you@celine_bouly @heather_kemesky @angelpupledge"
0,#collection # days  # collections  #woman #trench now available at zara.com ref: 0518/042
1,"new editorial | theseason report. rock & grunge. check more in-stores and zara.comthank you @heather_kemesky @celine_bouly"
0,"new editorial | theseason report. old & new. check more in-stores and zara.comthank you @heather_kemesky #editorials"
1,"new editorial | theseason report. check more in-stores and zara.comthank you @angelpupledge @celine_bouly @heather_kemesky #editorials"
0,#collection #weekend # collections  #woman #clothing now available at zara.com ref: 9598/005
0,"dear soho,season tokens all around our new flagship at 503 broadway#dearsoho #zara #ny"
0,"dear soho, thank you all for coming! see you at 503 broadway #dearsoho #zara"
1,"dear soho, our flagship has bloomed. come say hi at 503 broadway. thank you mark @markcolle #dearsoho"
1,#collection # days  # collections  #woman #bag now available at zara.com ref: 4134/104
0,#collection # days  # collections  #woman now available at zara.com #blazer ref: 2336/782 #clothing ref: 2453/782
0,#collection # days  # collections  #woman #clothing now available at zara.com ref: 3666/062
0,"a collaborative design project with real people, for real people. #iamclothing is a creative collaboration of ten different  ﻿woman  who work at zara stores in some of the world's most vibrant and dynamic cities; bringing with them a variety of inspiration and unique experiences #editorials #collection"
0,#collection # days  # collections  #woman #parka now available at zara.com ref: 6840/054
0,theseason report | boys. check more in-stores and zara.com #editorials
1,theseason report |  ﻿woman . check more in-stores and zara.com #editorials
0,theseason report | boys. check more in-stores and zara.com #editorials
0,"man | theseason report. new editorial now available in-stores and zara.com thank you tim dibble@tdibble13 #editorials"
1,theseason report |  ﻿woman . check more in-stores and zara.com #editorials
0,#collection #weekend # collections  #collection #ungenderedcollection now available at zara.com ref: 5644/089
0,"man | theseason report. new editorial now available in-stores and zara.com thank you tim schuhmacher and elias de poot@elias_sokoto_poot #editorials"
0,"man | theseason report. new editorial now available in-stores and zara.com. thank you, tim schuhmacher #editorials"
1,#collection # days  # collections  #woman #clothing now available at zara.com ref: 1480/101
1,"dear soho, we are preparing our flagship for you. come join us on march 3 at 503 broadway for our grand opening. see you there starting at 12 noon#dearsoho"
1,#collection # days  # collections  #woman now available at zara.com #tunic ref: 4043/055 #culottes ref: 4885/071
1,#collection # days  # collections  #woman #bomber now available at zara.com ref: 4043/083
1,#collection # days  # collections  #collection #trench now available at zara.com ref: 1255/014
0,#collection #weekend # collections  #woman #parka now available at zara.com ref: 2761/043
0,#collection # days  # collections  #woman #blazer now available at zara.com ref: 2731/050
1,#collection # days  # collections  #woman #bag now available at zara.com ref: 4094/104
0,#collection # days  # collections  #collection now available at zara.com #tclothing ref: 5584/073 #clothing ref: 5584/072
0,# days  # collections  #woman now available at zara.com #clothing ref: 0518/043
0,new campaign | kidsseason season 2016 #collection
0,new campaign | kidsseason season 2016 #collection
1,new campaign | kidsseason season 2016 by matteo montanari @matteomontanariphotography #collection
0,new campaign |collectionseason season 2016 thank you @peyton.knight @ruthnotmay @lucan_gillespie #collection
0,"new campaign |collectionseason season 2016 by paul wetherell. thank you ruth bell, lucan gillespie, peyton knight, karly loyce and greta varlese.#paulwetherell @ruthnotmay @lucan_gillespie @peyton.knight @karlyloyce @greta_varlese#collection"
1,new campaign | woman ss16 thank you @vanessa_moody @frederikkesofie @lineisymontero #collection
0,new campaign | woman ss16 thank you @lineisymontero #collection
0,#collection #weekend # collections  #woman now available at zara.com #clothing ref: 4437/048
1,#collection # days  # collections  #woman now available at zara.com #clothing ref: 7522/042
1,#collection # days  # collections  #woman now available at zara.com #clothing ref: 2596/101
0,#collection # days  # collections  #collection now available at zara.com #clothing ref: 1938/050
0,#collection # days  # collections  #woman now available at zara.com #clothing ref: 2903/042
0,#collection #weekend # collections  #woman #clothing now available at zara.com ref: 6771/002
1,"new campaign coming soon. womanseason season 2016 by mario sorrenti. thank you vanessa moody, frederikke sofie, lineisy montero and julia bergshoef@mario_sorrenti @vanessa_moody @frederikkesofie @lineisymontero @juliabergshoeff#collection # collections "
0,#collection # days  # collections  #collection #clothing now available at zara.com ref: 2177/507
0,#collection # days  #woman #blouse now available at zara.com ref: 2296/641
1,#collection # days  # collections  #woman #bags now available at zara.com ref: 4222/104
1,#collection # days  # collections  #woman #ss16 now available at zara.com #clothing ref: 2221/778 #clothing ref: 2129/778
0,#collection #weekend #woman #now available at zara.com #clothing ref: 2262/607 #clothing ref: 2310/607
1,#collection # days  #collection #clothing #bomber now available at zara.com ref: 5070/008
1,#collection # days  #collection #bag now available at zara.com ref: 4584/104
0,#collection # days  #woman now available at zara.com #waistclothing ref: 2225/669 #clothing ref: 3666/052 #clothing ref: 1478/029
1,#collection # days  #collection #clothing now available at zara.com ref: 2098/432
0,#collection #weekend #woman #clothing now available at zara.com ref: 2969/240
1,#collection # days  #woman #outerwear now available at zara.com ref: 7522/047
1,#collection # days  #collection #sweatclothing now available at zara.com ref: 1165/073
0,#collection # days  #woman #clothing now available at zara.com ref: 6318/021
0,#collection # days  #woman #clothing now available at zara.com ref: 3198/043
0,#collection #weekend #woman #clothing #ss16 now available at zara.com ref: 2151/124
1,#collection # days  #collection #clothing now available at zara.com ref: 7901/100
1,#collection # days  #woman #ss16 now available at zara.com #clothing ref: 8073/026 #clothing ref: 2037/110
1,#collection # days  #woman #clothing now available at zara.com ref: 1152/101
0,#collection # days  #collection #clothing now available at zara.com ref: 1255/001
1,#collection #weekend #woman #hat ref: 3306/203
1,#collection # days  #woman #clothing now available at zara.com ref: 6873/117
0,#collection # days  #woman #clothing now available at zara.com ref: 4688/042
1,#collection # days  #collection #clothing #ss16 now available at zara.com ref: 5070/251
1,#collection # days  #woman #bags now available at zara.com ref: 4278/104
1,#collection #weekend #woman #clothing now available at zara.com ref: 2398/302
1,#collection # days  #woman #clothing now available at zara.com ref: 6873/115
1,#collection # days  #woman now available at zara.com #clothing ref: 0787/050 #hat ref: 3306/203
0,#collection # days  #woman #clothing now available at zara.com ref: 7921/368
1,#collection # days  #woman #clothing now available at zara.com ref: 1105/101
0,#collection #weekend #collection now available at zara.com #clothing ref: 3427/207 #clothing ref: 6594/202
1,#collection # days  #collection #clothing now available at zara.com ref: 2057/567
1,#collection # days  #woman #accessories #scarf now available at zara.com ref: 4219/213
1,#collection # days  #collection #clothing now available at zara.com ref: 1255/256
1,#collection # days  #woman #clothing now available at zara.com ref: 1200/101
1,#collection #weekend #woman #clothing ref: 6771/144 #clothing ref: 6771/137
1,#collection # days  #woman #clothing now available at zara.com ref: 6895/041
1,#collection # days  #collection #clothing now available at zara.com ref: 1255/001
1,#collection # days  #woman now available at zara.com #outerwear ref: 4373/002 #clothing ref: 7816/715
1,#collection # days  #woman now available at zara.com #clothing ref: 5646/110 #clothing ref: 1628/220
1,#collection #weekend #woman #clothing now available at zara.com ref: 6873/137
1,#collection # days  #collection #clothing now available at zara.com ref: 7521/254
0,#collection # days  #woman now available at zara.com #clothing ref: 2044/722
1,#collection # days  #collection #clothing now available at zara.com ref: 7224/001
0,#collection # days  #woman #clothing now available at zara.com ref: 4566/100
1,#collection #weekend #woman now available at zara.com #clothing ref: 2025/163
1,#collection # days  #collection #sweatclothing now available at zara.com ref: 5369/270
1,#collection # days  #woman now available at zara.com #clothing ref: 6254/119
0,it's cold outside | theclothing edit #editorials thank you @rutgerschoone
1,#collection # days  #collection #waistclothing now available at zara.com ref: 3811/203
0,it's cold outside | theclothing edit #editorials thank you @sophiaahrens
0,#collection # days  #woman now available at zara.com #clothing ref: 6771/139 #clothing ref: 6771/137
0,kids | it'sseason! #collection #editorials now online and in-stores
0,kids | it'sseason! #collection #editorials now online and in-stores
1,#collection #weekend #woman #clothing now available at zara.com ref: 8317/431
1,new | key pieces. hand me the right one. now online and in-stores #zarakeypieces #editorials
0,#collection # days  #woman now available at zara.com #clothing ref: 3057/266 #clothing ref: 8102/652 #clothing ref: 7823/651
1,new | key pieces. hand me the right one. now online and in-stores #zarakeypieces #editorials
1,#collection # days  #woman #clothing now available at zara.com ref: 7522/257
0,#collection # days  #collection now available at zara.com #clothing ref: 1255/215 #tclothing 5039/321 #clothing ref: 7223/201
0,#collection # days  #woman #clothing now available at zara.com ref: 8238/412
0,#collection #weekend #collection #clothing now available at zara.com ref: 0881/238
0,kids | ready to party. now in-stores and zara.com #collection
0,#collection # days  #collection now available at zara.com #clothing ref: 1255/204 #clothing ref: 2655/102 #clothing ref: 6594/202 #hat ref: 1323/203
1, kids  | ready to party. now in-stores and zara.com
1,#collection # days  #woman now available at zara.com #clothing ref: 4043/274 #clothing ref: 2398/050
0,#collection # days  #collection #clothing now available at zara.com ref: 1165/311
0,evening editorial | woman & man. now in-stores and zara.com #editorials thank you @matveylykov & @jackchambers
0,#collection # days  #woman now available at zara.com #clothing ref: 6873/135 #sweater ref: 6163/100
0,evening editorial | woman & man. now in-stores and zara.com #editorials thank you @harlethkuusik @lucindaschaefers @alexandraelizabethljadov & @lixiaoxing_li
0,#collection #weekend #collection now available at zara.com #clothing ref: 5070/207 #clothing ref: 5039/340
0,evening editorial | woman & man. now in-stores and zara.com #editorials
0,#collection # days  #woman now available at zara.com #clothing ref: 3440/241 #clothing ref: 0387/164
0,#collection # days  #woman now available at zara.com #clothing ref: 3859/137 #clothing ref: 5644/237
0,#collection # days  #collection #clothing now available at zara.com ref: 1255/216
0,#collection # days  #woman now available at zara.com #clothing ref: 6873/116 #clothing ref: 4222/242 #clothing ref: 5119/001
1,#collection #weekend #woman #clothing now available at zara.com ref: 8250/416
1,#collection # days  #woman now available at zara.com #clothing ref: 8177/373 #clothing ref: 8128/716
1,#collection # days  #collection #clothing now available at zara.com ref: 8203/566
1,#collection # days  #woman #clothing now available at zara.com ref: 6146/001
0,new editorial | boys & trees. available online and in-stores #editorials
0,#collection # days  #woman now available at zara.com #clothing ref: 1112/154 #clothing ref: 7632/673
0,new editorial | boys & trees. available online and in-stores #editorials
1,happy halloween!
0,collection | a new grunge. now online and in-stores #editorials
0,collection | a new grunge. now online and in-stores #editorials thank you @karlyloyce
1,#collection #weekend #collection now available at zara.com #clothing ref: 5252/219 #clothing ref: 5252/218
1,collection | a new grunge. now online and in-stores #editorials thank you @marjanjonkman
0,#collection # days  #woman #clothing now available at zara.com ref: 8105/777
0,#collection # days  #woman #clothing now available at zara.com ref: 4886/274
0,#collection # days  #woman now available at zara.com #poncho ref: 6873/126 #clothing ref: 7961/775
1,#collection # days  #woman now available at zara.com #overclothing ref: 5070/213 #polo ref: 1198/229 #clothing ref: 6164/196
1,new | key pieces. mix and match. now available at zara.com and in-stores #keypieces
0,new | key pieces. mix and match. revamp your wardrobe with pattern and colour. now available at zara.com and in-stores. #keypieces
0,new | key pieces. mix and match. revamp your wardrobe with pattern and colour. now available at zara.com and in-stores. thank you @rosgeorgiou #keypieces
1,#collection #weekend #woman #bag now available at zara.com ref: 8099/004
0,#collection # days  #collection now available at zara.com #tclothing ref: 2589/272 #shorts ref: 7901/321
0,greetings from @harmonyboucher #clothing
1,#collection # days  #woman now available at zara.com #clothing ref: 2655/100 #clothing ref: 8209/112
0,#collection # days  #woman #clothing now available at zara.com ref: 8049/411
0,#collection # days  #collection now available at zara.com #clothing ref: 1255/241 #clothing ref: 7162/001
1,happy weekend #accessories #scarf
1,#collection #weekend #woman now available at zara.com #clothing ref: 8212/402 #bag ref: 4520/204 #clothing ref: 7188/001
0,seasonals man | now in-stores and zara.com #zaraseasonals
1,#collection # days  #collection #clothing #fauxfur now available at zara.com ref: 3811/208
0,seasonals man | now in-stores and zara.com #zaraseasonals
0,greetings from @maja_nw #collection
0,#collection # days  #woman #bricklane now available at zara.com #clothing ref: 7786/215 #clothing ref: 8212/402
1,seasonals man | now in-stores and zara.com thank you @yannickabrath #zaraseasonals
0,#collection # days  #collection now available at zara.com #tclothing ref: 4873/273 #clothing ref: 6855/911
1,#collection # days  #woman now available at zara.com #clothing ref: 7521/401
0,new |clothing all over #editorial #clothing now available in-stores and zara.com
0,new |clothing all over #editorial #clothing
1,happy weekend
1,#collection #weekend #woman now available at zara.com #clothing ref: 2281/100 #shortclothing ref: 2398/307
0,new |clothing all over #editorial #clothing thank you @margauxlenot
0,#collection # days  #woman now available at zara.com #parka ref: 8073/250 #clothing ref: 5755/008 #clothing ref: 6594/202
1,#collection # days  #woman now available at zara.com #clothing ref: 3859/140 #clothing ref: 7149/254 #hat ref: 3306/203
1,greetings from @oliwiawedzicha #collection
1,#collection # days  #collection now available at zara.com #clothing ref: 7521/239 #clothing ref: 5039/276 #belt ref: 1736/206
0,#collection # days  #woman #season now available at zara.com #clothing ref: 5854/224
1,new  kids  boy collection | now available at zara.com and in-stores # kids boy #season
1,new  kids  boy collection | now available at zara.com and in-stores # kids boy #season
0,#collection #weekend #woman #season now available at zara.com #sunglasses ref: 2727/206 #clothing ref: 8090/696
1,new | key pieces. evening wear becomes day wear. now available in-stores and zara.com #keypieces
0,#collection # days  #woman #season now available at zara.com #clothing ref:3833/221 #clothing ref: 4070/223 #clothing ref: 5308/001
0,new | key pieces. evening wear becomes day wear. now available in-stores and zara.com #keypieces
1,#collection # days  #collection #clothing #season now available at zara.com ref: 2589/275
0,new | key pieces. evening wear becomes day wear. now available in-stores and zara.com #keypieces
1,#collection # days  #woman now available at zara.com #bag ref: 8008/004 #clothing ref: 5113/001
0,evening wear becomes day wear | tea break #keypieces thank you @laurakampman
1,#collection # days  #collection #sweatclothing #patchwork now available at zara.com ref: 1165/285
1,new | playing basics. boys #season now available in-stores and zara.com
1,new | playing basics.  ﻿woman  #season now available in-stores and zara.com
1,greetings from @rozanneverduin #collection #clothing
0,#collection #weekend #collection now available at zara.com #clothing ref: 8342/208 #clothing ref: 7937/515 #clothing ref: 7295/001
0,#collection # days  #woman #season now available at zara.com #blazer ref: 8003/819 #clothing ref: 2655/100 #clothing ref:8000/819 #clothing ref: 5119/001
0,#collection # days  #woman now available at zara.com #clothing ref: 6771/122 #clothing ref: 7823/651 #clothing ref: 7297/001
0,hello fall #collection #season
1,#collection # days  #woman #bags #season now available at zara.com ref: 8437/004
0,seasonals | fall is back. thank you @alisaahmann #zaraseasonals #season now available in-stores and zara.com
1,#collection # days  #woman #season now available at zara.com #jumpsuit ref: 3564/156 #clothing ref: 5119/001
0,seasonals | fall is back. thank you @alisaahmann #zaraseasonals #season now available in-stores and zara.com
0,seasonals | fall is back. thank you @alisaahmann #zaraseasonals #season now available in-stores and zara.com
0,greetings from @a_sviridova #collection #season
1,#collection #weekend #collection now available at zara.com #clothing ref: 0881/211 #clothing ref: 7568/643 #clothing ref: 6688/207
0,#collection # days  #collection now available at zara.com #clothing ref: 5547/101 #clothing ref: 7901/315
0,#collection # days  #woman #season now available at zara.com #clothing ref: 6873/104 #clothing ref: 8053/136 #clothing ref: 5119/001
1,"if you do, please send your cv or portfolio to doyou@zara.com indicating #yesido and your profile #fashiondesigner #buyer #productmanager #stylist #photographer #zaracareers"
1,#collection # days  #woman #season now available at zara.com #clothing ref: 7936/700 #clothing ref: 2655/100 #clothing ref: 7961/775 #clothing ref: 5119/001
0,new editorial | sporty kids #editorial #season
1,#collection # days  #woman #clothings #season now available at zara.com ref: 6098/250
1,the fall report | tailoring #editorial #trends
0,the fall report | gothic #editorial #trends thank you @hedvigpa
0,the fall report | mod #editorial #trends thank you @gracesimmons
0,#collection #weekend #collection now available at zara.com #clothing ref: 6977/270 #clothing ref: 7521/204 #clothing ref: 7158/001
0,the fall report | rock #editorial #trends thank you @gracesimmons
0,#collection # days  #woman now available at zara.com #clothing ref: 7828/216 #clothing ref: 8005/125 #clothing ref: 7821/125
0,the fall report | retro #editorial #trends thank you @hedvigpa and @gracesimmons
1,#collection # days  #woman #bags #season now available at zara.com ref: 8103/004
0,the fall report | new editorial | woman #editorial thank you @gracesimmons @hedvigpa @alexandrahochguertel
0,#collection # days  #collection now available at zara.com #waistclothing ref: 7521/229 #clothing ref: 5584/281
0,#collection # days  #collection #season now available at zara.com #clothing ref: 7629/487 #tclothing ref: 5039/292 #clothing ref: 5039/304
0,this is tailoring | man. new editorial now available at zara.com thank you @sebastien_andrieu #editorial
0,this is tailoring | man. new editorial now available at zara.com thank you @sebastien_andrieu #editorial
0,#collection #weekend #woman #clothing #season now available at zara.com ref: 0387/158
1,new  kids  little capsule | 3 months - 4 years now available at zara.com
1,#collection # days  #woman #season now available at zara.com #waistclothing ref: 2969/260 #clothing ref: 7568/643 #clothing ref: 4369/241
0,new editorial: hello september | kids #editorial #season
0,#collection # days  #woman #season now available at zara.com #clothing ref: 6538/101 #clothing ref: 2398/230
0,new editorial: hello september | kids #editorial #season
1,#collection # days  #collection #clothing now available at zara.com ref: 7521/238
0,new editorial: hello september | kids #editorial #season
1,#collection # days  #woman #season now available at zara.com #clothing ref: 9775/244
0,#collection #weekend #woman #season now available at zara.com #clothing ref: 6254/007 #clothing ref: 6254/006
1,#collection # days  #collection #season now available at zara.com #clothing ref: 6050/280 #clothing ref: 6688/223 #clothing ref: 7295/001
0,#collection # days  #woman #clothing #season now available at zara.com ref:0977/230
0,#collection # days  #collection now available at zara.com #clothing ref: 5520/284 #clothing ref: 9123/286
1,#collection # days  #collection #season now available at zara.com #waistclothing ref: 3811/207 #clothing ref: 5646/102 #clothing ref: 6855/202
1,#collection #weekend #woman #clothing #season now available at zara.com ref: 7114/001
0,#collection # days  #woman #season now available at zara.com #clothing ref: 1822/105 #clothing ref: 7418/250
0,#collection # days  #woman #clothing #season now available at zara.com ref: 6045/046
1,#collection # days  #woman #season now available at zara.com #clothing ref: 6771/115 #clothing ref: 3872/240
1,#collection # days  #collection #clothing #season now available at zara.com ref: 8342/252
1,season campaign |collection #collection #sayyourname thank you @haylotts
0,#collection #weekend #woman #clothing #season now available at zara.com ref: 7910/122
1,season campaign |collection #collection #sayyourname thank you @angelpupledge
1,#collection # days  #collection #season now available at zara.com #clothing ref: 0881/230 #clothing ref: 9123/249 #clothing ref: 7214/001
1,season campaign |collection #collection #sayyourname thank you @jingwenll
0,#collection # days  #woman #knit #sweater #season now available at zara.com ref: 5039/223
1,season campaign |collection #collection #sayyourname thank you @willow.hand
0,#collection # days  #woman #season now available at zara.com #clothing ref: 1893/240 #clothing ref: 3859/116
1,season campaign |collection #collection #sayyourname thank you @daniwitt
1,#collection # days  #collection #season now available at zara.com #clothing ref: 6096/201 #clothing ref: 4391/261
0,#collection #weekend #woman #season now available at zara.com #tclothing ref: 1639/166 #clothing ref: 6917/240
1,#collection # days  #woman #accessories #bag #season now available at zara.com ref: 2966/201
0,#collection # days  #woman #suede #season now available at zara.com #clothing ref: 2398/223 #clothing ref: 2398/229
0,new |season campaign | kids #collection
0,new |season campaign | kids #collection
0,new |season campaign | kids #collection
0,#collection # days  #collection #clothing #clothing #season now available at zara.com ref: 8197/271
0,"new |season campaign |collection #collection #sayyourname thank you @daniwitt, @jingwenll & @angelpupledge"
0,new |season campaign |collection #collection #sayyourname thank you @jingwenll & @haylotts
1,new |season campaign |collection #collection #sayyourname thank you @daniwitt & @willow.hand
0,#collection # days  #woman #season now available at zara.com #clothing ref: 4437/250 #clothing ref: 4886/246
1,new |season campaign | woman #collection
0,new |season campaign | woman #collection thank you @jueligeradrienne
0,new |season campaign | woman #collection thank you @micarganaraz & @olympiaca
