image_id,post_caption,,#_comments,#_comments_norm,#_likes,#_likes_norm,engagement,binary,image_labels
221,season holidays | kids editorial. enjoy at the swimming pool #collection,,175,0.042965873,103600,0.292738062,0.142874748,1,child toddler smile girl fun neck pattern
222,color block collection now available online and in-stores #collection,,194,0.047630739,69000,0.194970331,0.106566576,0,sleeve t shirt shoulder neck outerwear jersey joint collar sportswear
223,color block collection now available online and in-stores #collection,,101,0.024797447,54600,0.15428087,0.076590816,0,white sleeve t shirt collar product shoulder outerwear neck product formal wear
224,color block collection now available online and in-stores #collection,,139,0.034127179,69100,0.195252896,0.098577466,0,sleeve t shirt shoulder headgear outerwear cap protective gear in sports arm neck electric blue
225,that beach feeling | woman editorial #collection #editorial,,165,0.04051068,82000,0.231703871,0.116987957,0,outerwear robe coat neck costume
226,next destination: the beach | woman editorial #collection #editorial,,136,0.033390621,80500,0.227465386,0.111020527,0,clothing yellow shoulder joint dress trunk abdomen neck vacation pattern
227,let_s drive to the beach | woman editorial #collection #editorial thank you @imaanhammam,,233,0.057205991,111000,0.313647923,0.159782764,1,fashion model shoulder handbag fashion accessory joint waist fashion miniskirt trunk thigh
228,stripes fromclothing to bottom | blue shades woman editorial #collection #editorial,,197,0.048367297,113200,0.319864368,0.156966125,1,clothing vacation shoulder dress outerwear summer neck sand joint shorts
229,"stripes are everywhere | blue shades. woman editorialnow available online and in-stores #collection #editorialthank you @shelbyhayes00",,367,0.090105573,144800,0.409155129,0.217725395,1,clothing photograph shoulder shoe outerwear vacation sitting joint summer neck
230,blue shades for stripes | new woman editorial #collection #editorial thank you @graciehartzel,,165,0.04051068,74600,0.21079401,0.108624012,0,headgear cap hair accessory sun hat beanie knit cap hat neck headpiece
231,tropical printclothing | man #collection,,380,0.093297324,74000,0.209098615,0.13961784,1,fashion model shoulder model fashion joint t shirt sleeve photo shoot neck supermodel
233,tropical leaf | prints + prints for man #collection,,161,0.039528603,66700,0.18847132,0.09910569,0,eyewear t shirt sleeve neck sunglasses vision care cool collar
234,exotic allure | kiki wears the floral printed kimono clothing #collection #editorial,,652,0.160078566,100500,0.283978525,0.20963855,1,clothing textile day dress formal wear pattern pattern
235,light and enveloping kimono for an exotic allure #collection #editorial,,379,0.093051805,106200,0.30008477,0.175864991,1,clothing shoulder day dress sleeve costume fashion model neck robe nightwear kimono
236,"long lengths, fluid and voluminous, it's an exotic allure. thank you @kdhwillems #editorial #collection",,309,0.075865455,101800,0.287651879,0.160580025,1,clothing blue shoulder costume pattern day dress joint
237,"pack your tent, it's time for season camp | kids editorial #collection #editorial",,192,0.0471397,131500,0.371573891,0.176913377,1,photograph girl smile outerwear fun child happiness toddler vacation friendship
238,time for season camp | new kids editorial #collection #editorial,,89,0.021851215,86700,0.244984459,0.111104513,0,property architecture building facade angle roof elevation house
239,ready for a season camp | check kids editorial #collection #editorial,,381,0.093542843,191000,0.53970048,0.272005898,1,clothing denim jeans shoulder outerwear toddler sleeve child shorts girl
241,let's go for a season getaway | the vacation edit #collection #editorial,,201,0.049349374,114200,0.322690025,0.158685635,1,sitting leg fashion model lingerie human leg thigh photo shoot shoe undergarment model
242,this is the vacation edit | woman editorial. thank you @jean_campbell #collection #editorial,,226,0.055487356,108400,0.306301215,0.155812899,1,sitting leg thigh human leg undergarment shoe
243,free inclothing | new man editorial.clothing with embroidered floral motifs #collection #editorial thank you @kitbutlerr,,293,0.071937147,85300,0.241028539,0.139573704,1,fashion outerwear neck sleeve denim model photo shoot jacket
244,free inclothing | new man editorial now available #collection #editorial thank you @oscarkindelan,,130,0.031917506,82100,0.231986437,0.111945078,0,sleeve outerwear dress shirt neck cool t shirt denim top model jeans
245,free inclothing | new man editorial.clothing with embroidered floral motifs #collection #editorial,,513,0.125951387,139600,0.394461712,0.233355517,1,shoulder joint neck
249,neon |collection editorial now available online and in-store #zaracollection #editorial,,262,0.06432605,73200,0.20683809,0.121330866,0,joint shoulder standing physical fitness arm leg tights human leg thigh balance
250,stay bright! neon. newcollection editorial #zaracollection #editorial,,333,0.081757918,115800,0.327211077,0.179939181,1,yellow sitting beauty fashion model shoulder leg black hair model photo shoot girl
252,blooming | check out new woman editorial #editorial #collection thank you @katerynazub,,317,0.07782961,109800,0.310257135,0.17080062,1,photograph black and white monochrome photography photo shoot photography flower monochrome stock photography girl
253,blooming | check out new woman editorial #editorial #collection thank you @micarganaraz,,174,0.042720354,73400,0.207403221,0.108593501,0,clothing costume outerwear fashion model formal wear white coat neck robe suit
254,blooming | new woman editorial just released #editorial #collection,,247,0.06064326,96200,0.2718282,0.145117236,1,yellow clothing dress flower spring summer meadow wildflower grass field
255,girls season collection now available | all over print clothing #collection #editorial,,502,0.123250675,150800,0.42610907,0.244394033,1,clothing fashion model day dress dress shoulder joint neck cocktail dress sleeve photo shoot
256,ready to catch the wave | baby boy season collection now available #collection #editorial,,177,0.043456911,90900,0.256852218,0.128815034,0,surfing equipment and supplies surfboard wood sports equipment
257,printed flowing jumpsuit | baby girl season collection now available #collection #editorial,,549,0.134790081,194500,0.54959028,0.300710161,1,photograph sitting girl toddler child photo shoot child model portrait photography shoe pattern
258,southern air | bows + polka dots. new woman editorial #collection #editorial,,329,0.080775841,117300,0.331449562,0.181045329,1,clothing shoulder fashion model joint design polka dot sleeve pattern waist neck
260,clothing with fringes for a southern air | woman editorial #collection #editorial thank you @mckennahellam,,262,0.06432605,97500,0.275501554,0.148796251,1,fashion model model shoulder supermodel photo shoot leg lingerie thigh arm long hair
261,"kids girls editorial | play, laugh, it's a season ride #editorial #collection",,326,0.080039283,119600,0.337948573,0.183202999,1,photograph snapshot dress vacation ceremony
262,let's go for a season ride | kids girls editorial #collection #editorial,,193,0.04738522,103500,0.292455496,0.14541333,1,blue photograph sitting shoulder fashion accessory photography vacation leisure product shoe
263,"time for fun, it's sunny | kids girls new editorial #collection #editorial",,376,0.092315247,163200,0.461147217,0.239848035,1,blue clothing fashion model shoulder electric blue joint fashion girl shoe costume
265,"peplum, it's a nautical vibe | new woman editorial #collection #editorial",,346,0.084949669,111500,0.315060752,0.176994102,1,white clothing shoulder joint costume neck outerwear sleeve formal wear gown
266,nautical vibes with a femenine touch | woman editorial now available online and in-stores #editorial #collection thank you @damarisgoddrie,,307,0.075374417,138800,0.392201187,0.202105125,1,white shoulder joint waist neck fashion model arm abdomen trunk sleeve
267,smile and have fun | a long season day #collection #editorial,,230,0.056469433,143300,0.404916643,0.195848317,1,photograph shoulder romance interaction gown bride wedding stock photography neck honeymoon
268,new boys editorial | a long season day #collection #editorial,,242,0.059415664,173800,0.491099181,0.232089071,1,t shirt boy shoulder sleeve outerwear product arm cool neck child
269,a long season day | boys new editorial #collection #editorial,,162,0.039774122,130800,0.369595931,0.171702846,1,green outerwear tree stock photography angle product
272,"time for sun, pieces made for sun |collection editorial. floral prints and shorts #zaracollection #editorial #madeforsun",,232,0.056960471,103500,0.292455496,0.151158481,1,shoulder outerwear fashion model photo shoot sleeve neck product
273,man editorial | tailoring. formal suits to wear this season. navy / grey / pale blue #collection #editorial,,260,0.063835011,77700,0.219553546,0.126122425,0,suit formal wear tuxedo gentleman outerwear blazer white collar worker businessperson
274,man editorial | tailoring. relaxed looks to enjoy thisseason. white / pannacotta / pale pink #collection #editorial,,470,0.115394058,89500,0.252896298,0.170394954,1,shoulder fashion model neck outerwear fashion joint sleeve supermodel peach model
275,man editorial | tailoring. relaxed looks to enjoy thisseason. white / pannacotta / pale pink #collection #editorial thank you mathias lauridsen,,240,0.058924626,81500,0.230291043,0.127471192,0,plaid suit outerwear shoulder fashion sleeve design pattern formal wear dress shirt
276,collection #oilonclothing | limited collection in collaboration with @mercedesbellido available online #zaracollection,,346,0.084949669,70100,0.198078553,0.130201222,1,clothing denim jeans fashion model shoulder fashion outerwear trousers sleeve fashion design
277,collection #oilonclothing | limited collection in collaboration with @ricardocavolo available online #zaracollection,,484,0.118831328,61300,0.173212772,0.140583906,1,clothing fashion model fashion outerwear shoe jeans trousers neck leggings pattern
278,collection #oilonclothing | limited collection in collaboration with @yimeisgreat available online #zaracollection,,291,0.071446109,79200,0.223792032,0.132384478,1,clothing fashion model fashion denim day dress outerwear shoe fashion design pattern pattern
279,the perfect accessory. natural fiber handbag with contrasting stripe detail down the front #collection ref 4751/001,,675,0.165725509,100400,0.283695959,0.212913689,1,bag shoulder handbag joint product pattern neck pattern
280,the flatform espadrilles. for urban streets or sandy beaches #collection ref 1357/201,,601,0.147557083,125000,0.353207121,0.229817098,1,footwear shoe sandal outdoor shoe beige product design high heeled footwear
281,panama-style hat for sunny days 3920/010 #collection,,364,0.089369015,114700,0.324102854,0.183262551,1,hat headgear fedora sun hat cap beige
282,"this isclothing | new man editorial.season seasonproposals for your day to day easy fitclothing looks #editorial #collection #clothing",,229,0.056223914,63800,0.180276914,0.105845114,0,shoulder outerwear neck t shirt sleeve pocket jacket joint
283,this isclothing | new man editorial. ripped overclothing #editorial #collection #clothing,,155,0.038055487,78400,0.221531506,0.111445895,0,black and white jacket photography monochrome photography outerwear zipper gentleman pattern design sleeve
284,this isclothing | new man editorial. key pieces from theclothing collection full of destroyed and damaged surfaces #editorial #collection #clothing thank you @robertosipos,,176,0.043211392,72300,0.204294999,0.107644835,0,jeans shoulder denim fashion model trousers joint
285,girls new editorial | soft collection. striped jumpsuit with bows #editorial #collection,,313,0.076847533,109000,0.307996609,0.169307163,1,black and white fashion model shoulder monochrome photography neck monochrome photo shoot day dress model joint
287,girls new editorial | soft collection. peplum striped blouse with bows at the back #editorial #collection,,241,0.059170145,120400,0.340209099,0.171585726,1,photograph sitting black and white standing photography monochrome photography photo shoot shoulder girl monochrome
288,"season breeze | woman editorial. noemie wears ruffledembroidered floralclothing #editorials #collection",,211,0.051804567,73900,0.20881605,0.11460916,0,fashion model model shoulder photo shoot beauty supermodel cocktail dress black hair joint neck
290,season breeze | harleth wears floral printedclothing and striped asymmetric ruffle clothing #editorial #collection #seasonbreeze,,185,0.045421066,76900,0.217293021,0.114169848,0,fashion model shoulder supermodel neck model photo shoot day dress joint sleeve
292,reworked white | newcollection editorial now available #zaracollection #editorial #white thank you @matteomontanariphotography,,287,0.070464031,93900,0.265329189,0.148410094,1,white clothing fashion model shoulder joint dress neck fashion sleeve eyewear
294,new this week | frills + blue. frilled-sleeve clothing 1639/087 boots 2117/201 frayedclothing 2898/886clothing with belt 2423/712,,266,0.065308127,93200,0.263351229,0.144525368,1,clothing fashion model fashion dress outerwear day dress fashion design professional shoe pattern
295,new this week | gingham & floral print. gingham clothing 3564/096 draped floral printclothing 2856/266clothing with belt 2423/712 ankle boots 1113/201 floral print clothing 2884/149,,208,0.051068009,83300,0.235377225,0.124791695,0,clothing fashion model dress fashion day dress shoulder waist catwalk fashion design pattern
296,new this week | orange + pink.clothing with front knot 0858/041 frilled midi clothing 7149/081 frilly blouse 2874/201 assymetric ruffles clothing ref 2908/201 #collection #newthisweek,,230,0.056469433,67000,0.189319017,0.109609266,0,clothing pink fashion model fashion shoulder dress magenta joint catwalk fashion design
297,realclothing | new woman editorial. freja wears the distressedclothing and the slim boyfriend in candiani pink #collection #editorials #clothing,,442,0.108519519,79500,0.224639729,0.154967603,1,pink clothing shoulder fashion model sleeve pajamas neck joint magenta shoe
298,clothing | freja wears the boyfit in rose blue. womanclothing real collection #collection #editorials #clothing,,167,0.041001719,63700,0.179994349,0.096598771,0,clothing white jeans fashion model joint shoulder black and white standing waist sleeve
299,realclothing | new woman editorial. freja wears the distressedclothing and the slim boyfriend in candiani pink #collection #editorials #clothing,,291,0.071446109,78800,0.222661769,0.131932373,1,clothing pink fashion model coat fashion outerwear jacket pajamas
300,"collection | sustainable collection #collection #collection #careforfiber. the production processes of recycled fabrics use less water and energy, fewer natural resources and produce less waste, meaning they have a lower environmental impact",,325,0.079793764,75300,0.212771969,0.132985046,1,clothing shoulder cobalt blue electric blue sleeve fashion model neck headgear pattern nightwear
301,collection | sustainable collection #collection #collection #careforfiber. organic cotton is farmed in a way that respects the biodiversity like crop rotation and the use of natural fertilizers,,243,0.059661183,83100,0.234812094,0.129721548,1,clothing white sleeve fashion model t shirt shoulder joint fashion neck muscle
303,baby boy new editorial | pieces with cotton feeling #collection #editorials,,181,0.044438988,89100,0.251766036,0.127369807,0,footwear shoulder joint leg shoe sitting flooring girl arm child
304,mini new capsule collection | now available online and in-stores #zaramini #editorials,,658,0.161551682,183300,0.517942922,0.304108178,1,girl child photo shoot toddler portrait photography neck
305,baby boy new editorial | cozy fabrics forseason #collection #editorials,,166,0.040756199,84800,0.239615711,0.120300004,0,skin shoulder neck joint child arm girl product
306,new kids editorial : prints + prints #editorials #collection,,141,0.034618218,57700,0.163040407,0.085987093,0,clothing shoulder dress t shirt outerwear sleeve day dress joint neck pattern
307,new kids editorial : prints + prints #editorials #collection,,142,0.034863737,83400,0.235659791,0.115182158,0,standing shoulder child human behavior sitting outerwear toddler girl pattern product
308,mixed patterns | new kids editorial : prints + prints #editorials #collection,,150,0.036827891,67900,0.191862108,0.098841578,0,clothing fashion model shoulder dress pattern day dress design pattern photo shoot joint
309,"woman campaign collection now available online and selected stores#zaraseasoncollection #zaraballerinaoffduty",,150,0.036827891,62400,0.176320995,0.092625132,0,black and white coat monochrome photography photography shoulder fashion photo shoot model outerwear gentleman
311,"new woman capsule now available online and selected stores | limited quantity#zaraseasoncollection #zaraballerinaoffduty",,164,0.040265161,68000,0.192144674,0.101016966,0,coat jacket overcoat outerwear neck long hair leather jacket leather
315,it's mid season sale online and in-stores #zaramidseason,,230,0.056469433,53500,0.151172648,0.094350719,0,sleeve shoulder neck outerwear knitting design pattern sweater joint poncho
316,it's mid season sale online and in-stores #zaramidseason,,189,0.046403143,42400,0.119807855,0.075765028,0,jacket hood leather jacket hoodie zipper textile leather sleeve
317,it's mid season sale online and in-stores #zaramidseason,,110,0.02700712,45100,0.127437129,0.067179124,0,photograph headgear outerwear standing portrait black and white design smile pattern sleeve
318,back to office | monday to friday. new woman editorial now available online and in-stores #collection #editorial,,207,0.05082249,59600,0.168409155,0.097857156,0,shoulder outerwear formal wear angle suit
320,back to office | monday to friday. new woman editorial now available online and in-stores #collection #editorial,,133,0.032654063,69000,0.194970331,0.09758057,0,photograph black and white monochrome photography photography fashion accessory outerwear monochrome angle stock photography
321,man studio | new editorial available #collection #editorial,,197,0.048367297,67700,0.191296977,0.105539169,0,outerwear jacket sleeve product blouse neck pattern
323,man studio | new editorial available #collection #editorial,,143,0.035109256,59000,0.166713761,0.087751058,0,coat overcoat outerwear collar neck sleeve
324,knitseason | new woman editorial #collection #editorial,,337,0.082739995,103100,0.291325233,0.16617409,1,clothing fashion model shoulder sleeve joint fashion waist supermodel neck day dress
325,knitseason | the new editorial for woman is now available online and in-stores #collection #editorial,,488,0.119813405,109700,0.309974569,0.195877871,1,clothing white fashion model black and white sleeve shoulder photo shoot neck joint model
326,check new woman editorial |season knit. thank you @arizona_muse #editorial #collection,,279,0.068499877,108000,0.305170952,0.163168307,1,yellow bag shoulder woolen sleeve outerwear neck handbag joint
327,this is #collection | blazer ref 2177/105 necklace ref 4319/029,,184,0.045175546,54800,0.154846002,0.089043728,0,fashion model beauty shoulder model fashion black hair neck socialite girl black model
328,this is #collection | t-clothing ref 0264/026 waistclothing ref 7484/020 bag ref 4423/204,,135,0.033145102,51900,0.146651596,0.0785477,0,yellow shoulder t shirt outerwear fashion arm neck uniform product professional
329,this is #collection | floral printed clothing ref 2183/042 and bag ref 4423/204,,232,0.056960471,71800,0.20288217,0.115329151,0,fashion model fashion shoulder pattern blouse t shirt neck product
330,it's time forclothings! available in stores and online #collection #timefor,,267,0.065553646,57700,0.163040407,0.10454835,0,jacket leather jacket overcoat coat zipper hood leather sleeve pocket collar
332,it's time forclothings! available in stores and online #collection #timefor,,292,0.071691628,77700,0.219553546,0.130836395,1,jacket leather jacket leather shoulder fashion model material zipper sleeve neck
333,kids | special prices available in stores and online #collection #season,,399,0.09796219,117600,0.332297259,0.191696218,1,sleeve shoulder fashion model t shirt neck brown hair joint top model product
334,kids | special prices available in stores and online #collection #season,,191,0.046894181,74000,0.209098615,0.111775955,0,facial expression smile child girl product brown hair child model
335,kids | special prices available in stores and online #collection #season,,131,0.032163025,54800,0.154846002,0.081236216,0,clothing sleeve t shirt shoulder outerwear joint neck product font shoe
337,woman | new romantic collection available in stores and online #collection #editorial #season,,281,0.068990916,96000,0.271263069,0.149899777,1,clothing outerwear coat girl fashion textile top jacket sleeve costume
338,woman | new romantic collection available in stores and online #collection #editorial #season thank you @graciehartzel and @eliseagee,,349,0.085686226,104400,0.294998587,0.169411171,1,clothing fashion girl long hair
339,man | stripes #collection #season #stripes available in stores and online. thank you @callumward4,,223,0.054750798,63300,0.178864086,0.104396113,0,clothing shoulder sleeve outerwear jeans joint neck trousers shoe t shirt
341,man | stripes #collection #season #stripes available in stores and online,,169,0.041492757,46400,0.131110483,0.077339848,0,sleeve dress shirt t shirt male shirt outerwear shoulder neck cool model
342,girl | capsule collection #collection #season available in stores and online,,158,0.038792045,96200,0.2718282,0.132006507,1,photograph pink room shoulder standing girl window wood joint door
343,girl | capsule collection #collection #season available in stores and online,,130,0.031917506,86300,0.243854196,0.116692182,0,white photograph black facial expression black and white girl smile monochrome photography photography emotion
344,girl | capsule collection #collection #season available in stores and online,,221,0.054259759,126600,0.357728172,0.175647124,1,white clothing girl shoulder product fashion blond leg socialite t shirt
345,baby girl | artisan capsule collection #collection #season,,860,0.211146575,180100,0.508900819,0.330248273,1,child toddler girl
346,baby girl | artisan capsule collection #collection #season,,728,0.178738031,195400,0.552133371,0.328096167,1,girl child hair accessory smile fun
347,baby girl | artisan capsule collection #collection #season,,742,0.182175301,214400,0.605820853,0.351633522,1,shoulder joint shoe girl
348,"blazers i new volumes, new silhouettes #collection #editorial",,164,0.040265161,64100,0.181124611,0.096608941,0,black and white model beauty gentleman suit fashion model photography monochrome photography formal wear photo shoot
350,"blazers | new volumes, new silhouettes #collection #editorial thank you @cara_taylorrr",,150,0.036827891,76300,0.215597626,0.108335785,0,black black and white model fashion model gentleman photography monochrome photography shoulder photo shoot outerwear
351,this is #collection | floral embroidered clothing ref: 3440/047,,303,0.07439234,66500,0.187906188,0.119797879,0,clothing white shoulder sleeve joint fashion dress blouse pattern neck
352,this is #collection | embroidered blazer ref: 2903/060,,216,0.053032163,70600,0.199491382,0.111615851,0,fashion model fashion outerwear socialite product supermodel pattern pattern sleeve fashion design
353,this is #collection | floral printed blouse ref: 2352/639,,124,0.03044439,65000,0.183667703,0.091733715,0,clothing white fashion model fashion outerwear pattern sleeve trunk blouse top
354,time for camo tonedclothings #collection #timefor camouflage parka ref: 3918/470,,205,0.050331451,49700,0.140435151,0.086372931,0,jacket outerwear gentleman sleeve fashion model neck button coat collar
356,time for camo tonedclothings #collection #timefor oversized trenchclothing ref: 1792/407,,105,0.025779524,50900,0.14382594,0.07299809,0,shoulder outerwear gentleman formal wear jacket beige sleeve product joint neck
357,collection |clothing made withclothing #zaracollection #editorial,,323,0.079302725,71900,0.203164736,0.128847529,0,clothing pink fashion model shoulder stole jeans joint sleeve girl blouse
358,collection | refixedclothing to look handcrafted #zaracollection #editorial,,221,0.054259759,65300,0.1845154,0.106362016,0,sitting footwear jeans beauty fashion model denim girl shoe standing photo shoot
359,newcollection editorial |clothing +clothingclothing #zaracollection #editorial thank you @sofiehemmet and @matteomontanariphotography,,197,0.048367297,81900,0.231421305,0.1215889,0,fashion model human hair color beauty model photo shoot supermodel shoulder blond long hair muscle
360,accessories matter | chain necklace ref 1856/030,,161,0.039528603,61300,0.173212772,0.093002271,0,jewellery necklace chain neck
361,shine bright with metallic boots #collection ref 3155/201,,390,0.095752517,55500,0.156823962,0.120181095,0,footwear white shoe boot product design high heeled footwear product ankle walking shoe
362,the perfect combination | khaki and sequins #parka ref 6895/057 #collection,,138,0.03388166,53000,0.149759819,0.080232923,0,bag shoulder handbag fashion joint jeans product pattern
363,time for message sweatclothings #collection #timefor ref 0722/406,,165,0.04051068,61700,0.174343035,0.094043622,0,t shirt white photograph sleeve man black and white shoulder neck male photography
365,time for message sweatclothings #collection #timefor ref 0722/433,,308,0.075619936,65000,0.183667703,0.118839043,0,photograph black and white chin male t shirt photography forehead monochrome photography portrait model
366,girlsseason collection available online and in stores #collection,,217,0.053277682,86300,0.243854196,0.129508288,0,clothing fashion model shoulder outerwear sleeve joint leggings shoe neck waist
367,boysseason collection available online and in-stores #collection,,89,0.021851215,70500,0.199208816,0.092794256,0,black sleeve t shirt black and white shoulder photography standing male neck monochrome photography
368,girlsseason collection available online and in-stores #collection,,198,0.048612816,103600,0.292738062,0.146262914,1,coat outerwear beige peach
369,pink | new woman editorial. now available online and in-stores #collection,,177,0.043456911,50300,0.142130545,0.082926365,0,clothing robe magenta costume coat outerwear pattern
370,pink | new woman editorial. now available online and in-stores #collection,,295,0.072428186,91900,0.259677875,0.147328061,1,fashion model clothing pink shoulder dress model fashion supermodel sleeve photo shoot
371,pink | new woman editorial. now available online and in-stores #collection thank you @waleskagorczevski,,171,0.041983796,55500,0.156823962,0.087919862,0,clothing pink fashion model neck pattern shoe sleeve peach leggings fashion design
372,join life sustainable collection. the refibra_lyocell is a new fiber created from recycled cotton and wood from sustainably managed forests #collection,,175,0.042965873,85600,0.241876236,0.122530018,0,human hair color beauty blond model chin long hair supermodel forehead fashion model hair coloring
373,"join life sustainable collection | in the classic recycling, waste is shredded and blended with pure fibers to create new fabrics #collection",,272,0.066781242,91600,0.258830178,0.143600817,1,shoulder neck orange joint sleeve arm active undergarment peach
374,join life collectionseason sumer 17 | new editorial. the combination of upcycled materials with more sustainable raw materials such as tencelîlyocell and ecologically grown cotton help us to reduce our impact and to take care of the environment. thank you @jean_campbell #collection,,179,0.04394795,61500,0.173777903,0.095879931,0,shoulder neck fashion model sleeve joint supermodel waist active undergarment photo shoot beige
375,new editorialcollection | poplin #editorials #zaracollection now online and in-stores. thank you @matteomontanariphotography,,540,0.132580408,121500,0.343317321,0.216875173,1,clothing fashion model shoulder denim jeans joint fashion waist electric blue long hair
377,new editorialcollection | poplin #editorials #zaracollection thank you @lucan_gillespie @matteomontanariphotography,,147,0.036091333,78700,0.222379203,0.110606481,0,black and white monochrome photography photography fashion monochrome stock photography fashion design shoe
378,baby girl |season collection #collection #season,,174,0.042720354,70700,0.199773947,0.105541791,0,product design angle triangle
379,baby boy |season collection #collection #season,,118,0.028971274,60100,0.169821984,0.085311558,0,product design furniture triangle angle
380,baby girl |season collection #collection #season,,555,0.136263197,121600,0.343599887,0.219197873,1,shoulder joint fashion accessory arm neck girl shoe vision care
381,stripedclothings | the off-shoulder ref 0594/056 #collection,,294,0.072182666,86000,0.243006499,0.140512199,1,clothing fashion model shoulder fashion jeans sleeve waist trunk joint pattern
382,stripedclothings | the oversize ref 4786/050 #collection,,516,0.126687945,53800,0.152020345,0.136820905,1,clothing sleeve fashion model outerwear shirt dress shirt neck pattern blouse
383,stripedclothings | the crossover ref 0594/051 #collection,,176,0.043211392,48800,0.13789206,0.081083659,0,clothing standing denim jeans fashion model outerwear costume sleeve trousers neck
384,"this is #collection | round neck t-clothing with long, sheer sleeves ref 1165/032",,231,0.056714952,60400,0.170669681,0.102296844,0,footwear shoulder fashion model shoe model joint leg photo shoot supermodel neck
385,this is #collection | cashmere sweater ref: 3887/003 and oversize t-clothing ref 7568/036,,90,0.022096735,42500,0.120090421,0.061294209,0,shoulder neck photo shoot
386,this is #collection | high rise leggins with zip ref 7149/063,,121,0.029707832,48500,0.137044363,0.072642444,0,clothing shoulder fashion model neck fashion sleeve leggings fashion design trousers
387,season season 2017 campaign by @matteomontanariphotography #seasonseason #collection,,119,0.029216794,64400,0.181972309,0.090319,0,photograph black black and white photography monochrome photography model photo shoot gentleman jacket human
388,season season 2017 campaign by @matteomontanariphotography #seasonseason #collection,,372,0.09133317,122800,0.346990675,0.193596172,1,shoulder shoe sitting girl joint pattern beige
389,season season 2017 campaign by @matteomontanariphotography #seasonseason #collection,,112,0.027498159,82800,0.233964397,0.110084654,0,photograph woman black black and white monochrome photography beauty photography photo shoot shoulder snapshot
390,season season 2017 man campaign by @willyvanderperre | exciting territories #seasonseason #collection,,191,0.046894181,49500,0.13987002,0.084084517,0,fashion model model black and white gentleman photography standing fashion outerwear photo shoot coat
392,season season 2017 man campaign by @willyvanderperre | exciting territories #seasonseason #collection,,110,0.02700712,55100,0.155693699,0.078481752,0,standing gentleman black and white outerwear fashion model coat joint monochrome photography monochrome uniform
393,season season 2017 campaign by steven meisel | thank you @fabienbaron #seasonseason,,127,0.031180948,65400,0.184797966,0.092627755,0,photograph beauty black and white eyebrow monochrome photography model photography photo shoot eye black hair
395,season season 2017 campaign by steven meisel | full campaign at zara.com thank you @fabienbaron #collection #seasonseason,,176,0.043211392,69600,0.196665725,0.104593125,0,fashion model black and white monochrome photography joint shoulder model fashion photography gentleman photo shoot
397,coming soon |season campaign | january 26 #comingsoon #season,,301,0.073901301,44000,0.124328906,0.094072343,0,text black font logo line product area black and white brand product design
399,neutral territory | limited edition now available online and in selected stores #collection #collection,,281,0.068990916,80400,0.22718282,0.132267677,1,photograph black and white monochrome photography photography beauty shoulder photo shoot sleeve outerwear portrait
401,soft collection | now available online and in selected stores #softcollection #collection,,223,0.054750798,108500,0.306583781,0.155483991,1,clothing tartan plaid outerwear pattern sleeve design product neck pattern
402,white leather effectclothing with side zipped pockets | this is #collection ref 3046/032,,215,0.052786644,85100,0.240463408,0.127857349,0,fashion model gentleman outerwear black and white coat photo shoot formal wear model long hair fashion design
403,this #collection | sweatclothing with lace up detail now available ref 5643/020,,334,0.082003437,109600,0.309692003,0.173078864,1,white clothing shoulder sleeve outerwear joint black and white t shirt neck pattern
404,it's friday with @polyapolina_o #itsfridaywith,,306,0.075128898,76700,0.216727889,0.131768494,1,cap knit cap headgear beanie hat woolen bonnet sun hat
408,hello from @pashaharu,,325,0.079793764,92000,0.259960441,0.151860435,1,black and white monochrome photography photography gentleman monochrome black hair portrait photo shoot neck
409,this is #collection | short studio floral clothing with frills now available in-stores and zara.com ref 8529/858,,480,0.117849251,93500,0.264198926,0.176389121,1,fashion model clothing dress day dress shoulder fashion model cocktail dress neck girl
410,wrap up warm! soft knit scarf ref 6771/201 #collection,,509,0.12496931,136500,0.385702176,0.229262456,1,clothing woolen outerwear sleeve scarf neck sweater stole wool girl
412,this is #collection | faux fur collar bikerclothing 2969/269,,590,0.144856371,74900,0.211641707,0.171570505,1,coat jacket fashion model fashion outerwear textile model fur clothing leather jacket fur
415,hello monday! oversized floralclothing ref 7521/042 #collection,,822,0.201816843,149200,0.421588019,0.289725313,1,outerwear flower sleeve vision care neck top brown hair product girl
416,hello from @pavlovalia,,237,0.058188068,63700,0.179994349,0.10691058,0,face portrait eyebrow beauty girl drawing forehead cheek design long hair
419,this is #collection | floral embroidered oversized sweater ref 9598/130,,"1,233",0.302725264,151200,0.427239333,0.352530892,1,clothing sweater woolen outerwear sleeve neck poncho wool pattern blouse
420,disco forest collection now available online and in-stores #collection #discoforest,,161,0.039528603,38400,0.108505227,0.067119253,0,purple girl fun performance computer wallpaper happiness event pop music
425,it_s cold outside | short contrastclothing ref 2969/042 #collection,,273,0.067026762,64900,0.183385137,0.113570112,0,fur clothing fashion model fur beauty eyebrow fashion cheek textile lip supermodel
426,clothing up | newseasonseason editorial #collection #editorials,,203,0.049840412,63500,0.179429217,0.101675934,0,footwear jacket outerwear jeans gentleman fashion boy sweater shoe cool
427,clothing up | newseasonseason editorial. thank you @theoneilson and @tdibble13 #collection #editorials,,127,0.031180948,60900,0.172082509,0.087541572,0,black photograph person black and white beauty photography monochrome photography gentleman male outerwear
